NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10
20006,female,77,,0,9,1,2,4,3,0,2,4,4,3,4,4,4,4,4,3,3,4,3,2,2,5,2,4,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4
20007,female,77,1,0,14,2,2,2,3,1,3,5,5,4,5,5,4,4,5,5,5,5,3,3,3,3,3,4,3,3,4,3,3,4,4,4,4,4,5,4,4,3,3,3,4,3,3,4
20008,male,77,1,0,6,2,1,4,4,1,4,4,5,4,5,5,5,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4
20009,male,78,3,0,10,2,1,2,3,1,2,3,3,4,5,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,4,5,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4
20010,male,78,1,0,4,3,1,3,2,0,4,4,4,4,2,2,2,2,4,4,4,4,3,3,3,3,3,4,4,4,2,1,1,3,4,4,3,4,4,4,4,4,4,2,1,1,2,2
20011,female,78,,0,9,2,1,1,3,1,2,4,5,3,4,5,5,5,4,4,3,4,3,4,4,2,2,2,3,3,4,4,2,5,4,5,4,5,4,5,4,4,4,5,4,4,4,4
20012,male,77,1,0,10,2,2,5,99,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20013,male,77,1,0,8,2,1,2,3,0,4,4,4,3,5,5,5,5,3,3,3,3,3,3,3,4,2,3,2,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
20014,female,78,1,0,14,2,3,3,3,1,2,3,4,3,2,3,3,3,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
20015,female,78,1,0,12,3,2,2,4,1,4,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20016,male,78,1,0,10,2,3,3,3,1,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,5,5
20017,female,77,1,0,5,3,2,2,4,1,4,3,5,3,5,5,5,5,4,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3
20018,female,78,2,1,4,1,2,4,3,1,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,4,2,3,3,3,4,3,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5
20019,female,78,1,1,4,1,1,4,2,1,2,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,5,4
20020,female,77,1,0,8,2,2,3,2,1,3,4,3,3,3,3,3,3,2,4,4,4,3,4,3,4,3,4,3,3,3,3,3,2,4,3,4,3,4,3,3,4,4,4,3,3,3,4
20021,female,78,1,0,2,2,2,3,4,1,1,3,3,3,5,5,5,5,4,4,4,4,5,5,5,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20022,female,78,1,1,7,1,3,5,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3
20023,female,78,1,0,12,2,2,3,3,1,2,4,5,4,5,5,4,5,5,5,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,3,4,4,4,5,4
20024,female,77,2,0,10,2,2,3,3,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20025,male,77,,0,14,2,3,4,3,1,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4
20026,male,78,1,0,3,2,1,3,2,1,5,4,4,5,4,5,4,4,4,5,5,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,4,5,4,5,5,5,4,5
20027,male,76,1,0,9,2,1,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20028,male,77,1,1,12,1,3,2,4,1,1,2,2,3,4,4,4,4,3,3,4,4,3,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3
20029,male,78,2,0,7,2,3,5,3,1,3,4,4,4,4,5,5,4,5,5,4,4,5,4,3,4,2,3,2,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,4,5
20030,male,77,1,1,8,1,3,2,3,1,2,4,4,3,4,4,4,4,4,4,4,4,2,3,4,3,1,1,1,1,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4
20031,female,77,1,0,11,3,1,2,3,1,3,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,2,2,3,3,4,4,3,4,4,4,3,2,2,2,2,2,2,2
20032,male,78,1,0,7,2,1,5,2,1,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
20033,male,77,1,0,7,2,2,3,3,0,2,4,4,2,2,2,2,2,4,3,4,5,4,4,4,4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
20034,female,77,2,0,13,1,2,3,3,1,2,5,5,5,5,5,5,5,4,4,5,5,4,3,2,3,4,4,3,5,4,4,3,5,5,5,4,4,5,5,5,5,5,5,4,3,4,3
20035,male,77,3,0,5,3,2,1,2,0,3,3,3,3,4,4,4,3,3,4,3,4,2,3,4,3,2,3,4,3,3,4,2,3,4,3,3,3,3,4,2,3,4,3,4,3,3,4
20036,male,77,1,0,12,3,2,3,3,1,4,5,5,3,4,3,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,5,4,3,4,5,4,4,4,3,4,3,3,4,3,3,4,3
20037,female,78,1,0,4,3,1,4,2,0,2,4,4,4,3,3,2,4,5,5,5,5,3,3,5,3,3,3,3,3,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4
20038,male,78,3,0,13,2,2,1,2,0,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
20039,female,78,1,0,6,2,2,4,4,0,4,3,3,4,5,5,5,5,4,3,4,5,5,3,5,5,4,5,3,4,3,3,2,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5
20040,male,78,1,0,7,2,2,4,2,0,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20041,female,78,1,0,6,2,3,2,4,0,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4
20042,female,77,1,0,5,2,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20043,female,78,1,0,9,1,2,3,3,0,1,3,5,3,5,5,5,5,4,4,4,4,5,4,5,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20044,male,77,2,0,6,3,2,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20045,male,78,1,0,10,2,99,99,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20046,female,78,1,1,11,1,2,4,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20047,female,77,1,0,0,3,1,4,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20048,male,77,1,1,7,3,1,2,2,0,1,2,4,5,1,5,5,5,5,5,5,5,4,4,4,1,1,1,1,5,5,5,5,4,5,5,5,3,5,4,4,4,4,5,5,5,4,5
20049,male,77,1,0,14,3,1,3,2,1,2,5,5,3,4,5,3,4,4,4,1,4,4,5,5,5,3,1,3,3,3,5,3,4,3,5,5,5,5,4,4,4,4,3,4,4,2,3
20050,female,77,1,0,9,3,1,2,2,0,3,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,3,3,3
20051,male,77,1,1,7,1,2,4,4,0,3,3,3,3,4,4,4,4,5,5,5,5,1,2,2,1,2,3,2,2,4,4,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5
20052,male,78,1,1,12,1,1,4,2,1,3,4,4,4,1,1,1,2,4,4,5,4,4,3,4,3,2,4,3,3,3,3,3,3,4,5,5,4,5,4,4,4,4,4,3,3,3,3
20053,male,78,1,0,12,1,1,4,2,1,4,4,4,4,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
20054,male,78,2,1,11,1,2,3,2,1,2,4,4,3,5,5,5,4,5,3,3,5,2,4,2,2,1,5,2,2,1,1,1,4,5,5,5,5,4,4,4,4,4,2,1,3,1,1
20055,male,74,1,1,10,1,1,3,2,1,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20056,male,78,3,0,6,2,2,4,2,0,4,5,3,2,4,4,5,4,5,3,4,5,2,3,4,4,1,2,3,3,4,5,5,4,4,3,4,5,4,3,4,3,4,3,4,3,4,4
20057,male,77,1,1,11,1,2,4,3,1,3,4,5,3,5,4,4,5,3,4,4,3,4,2,4,3,2,4,2,1,4,4,4,5,4,4,4,5,5,4,5,4,4,4,3,4,5,4
20058,male,78,1,1,13,1,2,3,3,0,2,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4
20059,female,77,1,0,11,2,2,4,3,1,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20060,male,78,1,0,10,1,2,3,2,1,4,4,5,5,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,3,3,3,4,3,3,2,4,4,3,3,3,4,3,3,2,3,3
20061,female,77,1,0,12,1,2,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,2,4,4,4,4,2,2,2,3,4,4,5,5,4,4,4,4,3,4,4,4,4
20062,female,77,,0,8,2,2,3,2,1,2,4,4,4,4,3,3,3,3,3,3,3,2,2,3,3,2,2,2,1,2,2,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2
20063,female,77,1,0,10,3,1,5,2,1,1,4,4,2,3,3,3,2,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3
20064,female,78,1,0,10,2,2,4,3,1,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,1,1,1,1,4,3,3,2,4,4,3,3,5,4,4,4,4,2,4,4,2,4
20065,male,78,2,0,1,2,1,1,2,1,2,3,4,4,3,3,4,4,4,3,3,2,4,3,3,4,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,4
20066,female,77,3,0,3,3,2,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20067,male,78,1,0,3,3,1,3,2,0,3,4,3,2,3,4,4,4,4,4,4,3,4,3,3,4,4,3,3,5,4,4,4,3,5,4,3,3,4,3,4,4,3,4,3,3,4,4
20068,male,77,1,0,3,2,1,2,3,1,1,3,2,1,5,4,4,5,5,5,5,5,1,1,5,1,1,1,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2
20069,female,77,1,0,7,2,1,3,2,0,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,3,3,3,4,4,3,4,4,3,3,4,4,3,3,4,3,4,4,4,3,4,3
20070,male,77,1,0,10,2,2,3,2,1,3,5,4,4,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4
20071,male,77,1,0,12,2,1,4,3,1,3,3,3,3,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3
20072,male,77,2,1,10,1,2,4,2,1,3,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3
20073,male,77,2,0,10,3,2,4,3,0,4,3,3,4,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20074,male,77,2,0,12,3,2,6,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,4,1,2,1,2,5,5,5,5,5,4,5,5,4,5,4,4,5,4,4,4,5,5
20075,male,78,1,0,7,3,1,3,3,1,4,4,4,4,4,4,4,4,4,5,4,5,5,3,4,4,4,4,4,4,5,5,5,4,4,5,4,3,4,4,4,4,4,5,4,4,5,5
20076,male,78,1,0,7,2,3,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3
20077,male,77,3,1,6,2,1,3,2,1,3,5,5,5,4,5,4,3,4,4,5,4,5,5,5,5,4,3,4,4,4,4,4,5,3,5,5,5,5,4,5,5,4,4,4,5,4,5
20078,male,77,2,0,7,3,2,4,2,1,4,5,5,5,5,5,5,5,5,5,3,4,3,4,4,4,2,4,2,1,3,3,3,2,2,5,4,5,4,4,2,3,3,1,3,2,1,1
20079,female,78,1,0,14,3,1,2,2,0,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,3,2,3,4,4,5,3,4,3,3,3,3,3,4,2,2,3,3
20080,female,78,,1,11,1,2,2,2,0,2,3,2,3,4,4,5,4,5,4,3,5,4,3,5,5,5,5,3,3,2,1,1,1,1,5,5,5,4,4,4,4,4,2,1,1,1,1
20081,male,78,1,1,14,1,1,3,3,1,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,2,3,4,3,3,4,4,2,2,4,4,4,4,4,4,4,4,3,4,4,3,4,4
20082,male,78,1,1,12,1,2,3,3,1,3,4,4,2,4,4,4,4,3,4,4,4,3,2,4,3,4,4,4,4,2,2,2,4,4,4,2,4,4,4,4,4,4,3,3,3,3,3
20083,female,78,1,0,13,1,1,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4
20084,male,77,1,1,11,1,2,4,2,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
20085,female,78,1,1,10,1,1,3,3,1,3,5,5,5,5,5,5,5,5,4,4,3,3,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,4
20086,male,78,1,0,13,1,1,2,3,1,2,5,4,4,4,4,4,3,5,5,4,5,5,4,5,5,3,4,4,4,4,5,4,4,5,5,4,5,4,4,5,4,4,4,5,5,5,4
20087,female,77,,0,13,2,3,3,3,0,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20088,male,77,1,99,18,1,3,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20089,female,76,2,0,12,1,1,3,2,1,4,4,5,5,5,4,4,5,5,4,4,5,4,4,4,5,4,5,5,5,5,5,4,5,4,5,5,5,4,4,5,4,5,4,4,4,4,4
20090,male,77,1,0,6,1,3,3,2,0,1,4,3,5,5,5,5,5,4,4,5,5,3,3,4,5,3,1,1,1,4,5,5,5,4,5,5,4,4,4,5,5,5,4,5,3,5,3
20091,female,78,1,1,13,2,1,2,2,1,2,3,4,4,4,4,4,4,4,4,4,4,3,3,5,5,3,3,2,2,4,4,4,4,4,4,2,5,4,5,4,4,4,4,4,4,4,4
20092,female,77,1,0,11,2,1,1,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2
20093,male,78,1,1,10,1,1,3,2,1,1,4,4,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20094,male,78,1,1,13,1,1,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
20095,male,78,1,0,6,1,2,5,3,1,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,4,4,4,5,5,5,3,5,4,4,4,4,4,5,4,4,4,4
20096,male,78,1,0,5,3,2,3,3,1,1,5,5,5,5,5,5,2,5,5,5,5,1,1,3,1,1,5,1,1,5,5,5,5,5,5,3,5,5,5,5,2,3,3,5,5,5,5
20097,male,78,1,0,13,1,2,4,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5
20098,male,78,1,0,8,2,1,2,3,1,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,2,3,4,5,5,4,4
20099,female,79,3,0,12,2,1,3,2,1,3,4,4,4,4,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,4,4,3,3,2,2,2,2,2,2
20100,male,78,2,1,9,1,1,2,2,1,2,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,4,4,5,5,3,4,4,3,3,3,3,3,4,3,3
20101,male,78,1,0,11,1,2,3,2,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4
20102,male,77,2,0,11,2,2,4,2,1,2,5,5,4,5,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,3,4,4,3,5,4,4,4,5,4,4,4,4,4,5
20103,male,78,2,1,10,1,3,3,4,1,1,5,5,5,1,5,5,1,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20104,male,77,2,0,13,2,1,3,3,1,3,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20105,male,77,1,0,10,1,1,3,2,0,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3
20106,male,77,1,0,9,2,2,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,3,3
20107,male,77,1,0,10,2,1,1,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
20108,male,78,1,0,12,1,2,4,4,0,4,5,5,4,4,4,4,4,4,4,4,4,3,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20109,male,77,3,0,12,3,1,3,2,0,3,4,4,4,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,5,4,5,4,5,5,5,5,4,5,5,5,5,4,3,4,4,4
20110,female,77,1,1,9,1,1,2,3,1,2,2,3,1,5,5,5,5,5,5,1,4,1,4,4,1,1,4,1,1,5,5,5,5,4,5,5,5,5,5,5,1,1,5,2,5,3,2
20111,female,78,2,0,13,1,2,3,2,1,2,4,4,3,3,3,3,3,4,4,4,4,3,3,4,4,2,2,2,3,2,2,2,2,4,4,3,4,4,4,4,3,2,2,2,2,2,2
20112,male,78,1,1,6,1,2,4,3,1,3,4,4,4,4,4,4,4,5,5,5,5,5,5,4,3,3,4,4,4,5,5,4,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3
20113,male,78,2,0,11,2,1,3,2,0,2,3,5,2,5,5,5,5,5,3,3,3,3,4,4,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,3,3,3,4,4,4
20114,female,78,1,0,10,3,1,5,3,1,2,3,3,1,4,4,4,4,4,4,4,4,3,3,2,3,3,2,3,3,2,2,3,3,3,4,4,4,4,4,4,4,4,3,2,2,2,2
20115,female,78,1,1,9,1,2,2,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3
20116,female,77,1,0,10,2,2,4,4,1,3,4,4,3,4,3,4,4,4,3,3,4,3,2,4,4,2,4,2,3,4,3,3,2,4,4,4,4,4,4,3,3,3,2,3,3,2,3
20117,male,78,3,1,10,1,1,4,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20118,female,77,1,0,10,1,2,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20119,female,78,1,1,12,1,2,3,2,1,4,4,5,4,5,4,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4
20120,male,78,1,1,10,1,2,3,2,1,5,5,4,4,5,5,4,5,4,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,4,5,5,4,4,5,4,4,4,5
20121,female,78,1,0,7,2,1,3,2,0,4,4,4,4,4,4,4,4,3,3,3,3,4,4,5,5,5,5,5,5,4,3,3,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4
20122,female,77,1,1,9,1,2,3,3,1,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,2,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3
20123,male,66,1,1,20,1,1,1,2,1,3,4,4,3,4,5,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,3,2,3,3,3,3,3,4,4,3,3,4,4,3,4,3,4
20124,male,78,1,0,7,3,3,4,3,1,4,4,4,4,4,4,4,4,3,5,4,4,3,4,4,4,2,2,2,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3
20125,male,77,2,1,10,1,3,5,3,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4
20126,female,76,1,0,11,2,1,4,2,1,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,2,4,3,3,2,2,2,3
20127,male,77,1,0,9,1,1,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20128,male,78,1,0,8,2,2,5,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,2,3,3,4,4,4,4,4,3,2,4,4,4,4,3,4
20129,female,78,3,0,12,2,1,3,2,1,3,4,5,4,5,5,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3
20130,male,78,3,1,10,1,3,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4
20131,male,78,1,0,13,3,2,2,3,1,3,5,4,3,4,4,4,3,5,4,4,4,5,4,5,3,3,1,1,1,4,4,3,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4
20132,female,77,1,0,11,1,2,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20133,male,77,1,1,10,1,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,4,3,4,3,3
20134,male,78,1,0,9,2,1,1,2,1,3,3,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20135,male,78,1,1,11,1,2,4,3,1,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,3,4,3,3,3,3,4,4,4,4,4,3,3,4,4,3,4,3,4,3,3
20136,male,77,1,0,0,3,99,5,2,0,4,3,5,4,4,3,4,4,3,4,3,3,4,3,5,3,5,3,4,5,5,4,3,5,3,5,4,5,5,3,4,3,4,3,4,4,2,3
20137,male,75,,1,8,1,2,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20138,female,78,1,0,0,2,1,2,3,0,5,5,5,5,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,2,3,4,3,3,4,3,3
20139,male,78,1,0,4,3,2,3,3,1,3,3,3,3,3,3,3,3,4,4,4,4,1,3,4,4,3,3,3,3,4,4,2,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4
20140,male,76,2,0,6,1,2,4,3,0,2,3,3,3,4,5,4,4,3,3,3,4,3,3,5,4,3,4,3,3,3,4,3,4,5,4,4,4,4,3,4,4,4,4,4,4,3,4
20141,female,77,1,0,10,3,1,5,2,0,4,4,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,4,3,3,3,3,4,4,3,4
20142,female,78,3,0,13.5,2,1,3,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20143,male,78,1,0,8,1,2,3,2,1,2,3,2,2,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,4
20144,male,77,1,0,4,3,2,5,4,1,2,3,3,3,3,3,3,3,4,4,4,4,4,2,4,4,4,4,2,2,4,4,3,2,4,4,4,4,4,4,4,2,3,3,4,4,3,4
